urn:cts:TraveLab:BT:en:Adler:token:1.1	These
urn:cts:TraveLab:BT:en:Adler:token:165.2	does
urn:cts:TraveLab:BT:en:Adler:token:165.3	not
urn:cts:TraveLab:BT:en:Adler:token:165.4	become
urn:cts:TraveLab:BT:en:Adler:token:165.5	this
urn:cts:TraveLab:BT:en:Adler:token:165.6	righteous
urn:cts:TraveLab:BT:en:Adler:token:165.7	man
urn:cts:TraveLab:BT:en:Adler:token:165.8	to
urn:cts:TraveLab:BT:en:Adler:token:165.9	be
urn:cts:TraveLab:BT:en:Adler:token:165.10	near
urn:cts:TraveLab:BT:en:Adler:token:165.11	Ezekiel
urn:cts:TraveLab:BT:en:Adler:token:165.12	.
urn:cts:TraveLab:BT:en:Adler:token:166.1	I
urn:cts:TraveLab:BT:en:Adler:token:166.2	will
urn:cts:TraveLab:BT:en:Adler:token:166.3	transfer
urn:cts:TraveLab:BT:en:Adler:token:166.4	it
urn:cts:TraveLab:BT:en:Adler:token:166.5	to
urn:cts:TraveLab:BT:en:Adler:token:166.6	another
urn:cts:TraveLab:BT:en:Adler:token:166.7	locality
urn:cts:TraveLab:BT:en:Adler:token:166.8	.
urn:cts:TraveLab:BT:en:Adler:token:167.1	They
urn:cts:TraveLab:BT:en:Adler:token:167.2	then
urn:cts:TraveLab:BT:en:Adler:token:167.3	carried
urn:cts:TraveLab:BT:en:Adler:token:167.4	away
urn:cts:TraveLab:BT:en:Adler:token:167.5	the
urn:cts:TraveLab:BT:en:Adler:token:167.6	marble
urn:cts:TraveLab:BT:en:Adler:token:167.7	stones
urn:cts:TraveLab:BT:en:Adler:token:167.8	together
urn:cts:TraveLab:BT:en:Adler:token:167.9	with
urn:cts:TraveLab:BT:en:Adler:token:167.10	the
urn:cts:TraveLab:BT:en:Adler:token:167.11	coffin
urn:cts:TraveLab:BT:en:Adler:token:167.12	.
urn:cts:TraveLab:BT:en:Adler:token:168.1	When
urn:cts:TraveLab:BT:en:Adler:token:168.2	they
urn:cts:TraveLab:BT:en:Adler:token:168.3	came
urn:cts:TraveLab:BT:en:Adler:token:168.4	at
urn:cts:TraveLab:BT:en:Adler:token:168.5	the
urn:cts:TraveLab:BT:en:Adler:token:168.6	distance
urn:cts:TraveLab:BT:en:Adler:token:168.7	of
urn:cts:TraveLab:BT:en:Adler:token:168.8	a
urn:cts:TraveLab:BT:en:Adler:token:168.9	mile
urn:cts:TraveLab:BT:en:Adler:token:168.10	from
urn:cts:TraveLab:BT:en:Adler:token:168.11	the
urn:cts:TraveLab:BT:en:Adler:token:168.12	grave
urn:cts:TraveLab:BT:en:Adler:token:168.13	of
urn:cts:TraveLab:BT:en:Adler:token:168.14	Ezekiel
urn:cts:TraveLab:BT:en:Adler:token:168.15	,
urn:cts:TraveLab:BT:en:Adler:token:168.16	they
urn:cts:TraveLab:BT:en:Adler:token:168.17	could
urn:cts:TraveLab:BT:en:Adler:token:168.18	not
urn:cts:TraveLab:BT:en:Adler:token:168.19	stir
urn:cts:TraveLab:BT:en:Adler:token:168.20	from
urn:cts:TraveLab:BT:en:Adler:token:168.21	the
urn:cts:TraveLab:BT:en:Adler:token:168.22	place
urn:cts:TraveLab:BT:en:Adler:token:168.23	.
urn:cts:TraveLab:BT:en:Adler:token:169.1	Nor
urn:cts:TraveLab:BT:en:Adler:token:169.2	could
urn:cts:TraveLab:BT:en:Adler:token:169.3	any
urn:cts:TraveLab:BT:en:Adler:token:169.4	horses
urn:cts:TraveLab:BT:en:Adler:token:169.5	or
urn:cts:TraveLab:BT:en:Adler:token:169.6	mules
urn:cts:TraveLab:BT:en:Adler:token:169.7	move
urn:cts:TraveLab:BT:en:Adler:token:169.8	the
urn:cts:TraveLab:BT:en:Adler:token:169.9	coffin
urn:cts:TraveLab:BT:en:Adler:token:169.10	from
urn:cts:TraveLab:BT:en:Adler:token:169.11	its
urn:cts:TraveLab:BT:en:Adler:token:169.12	place
urn:cts:TraveLab:BT:en:Adler:token:169.13	.
urn:cts:TraveLab:BT:en:Adler:token:170.1	Then
urn:cts:TraveLab:BT:en:Adler:token:170.2	said
urn:cts:TraveLab:BT:en:Adler:token:170.3	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:170.4	Shelomoh
urn:cts:TraveLab:BT:en:Adler:token:170.5	,
urn:cts:TraveLab:BT:en:Adler:token:170.6	Here
urn:cts:TraveLab:BT:en:Adler:token:170.7	the
urn:cts:TraveLab:BT:en:Adler:token:170.8	righteous
urn:cts:TraveLab:BT:en:Adler:token:170.9	man
urn:cts:TraveLab:BT:en:Adler:token:170.10	wishes
urn:cts:TraveLab:BT:en:Adler:token:170.11	to
urn:cts:TraveLab:BT:en:Adler:token:170.12	be
urn:cts:TraveLab:BT:en:Adler:token:170.13	buried
urn:cts:TraveLab:BT:en:Adler:token:170.14	,
urn:cts:TraveLab:BT:en:Adler:token:170.15	and
urn:cts:TraveLab:BT:en:Adler:token:170.16	they
urn:cts:TraveLab:BT:en:Adler:token:170.17	buried
urn:cts:TraveLab:BT:en:Adler:token:170.18	there
urn:cts:TraveLab:BT:en:Adler:token:170.19	the
urn:cts:TraveLab:BT:en:Adler:token:170.20	coffin
urn:cts:TraveLab:BT:en:Adler:token:170.21	,
urn:cts:TraveLab:BT:en:Adler:token:170.22	and
urn:cts:TraveLab:BT:en:Adler:token:170.23	built
urn:cts:TraveLab:BT:en:Adler:token:170.24	a
urn:cts:TraveLab:BT:en:Adler:token:170.25	beautiful
urn:cts:TraveLab:BT:en:Adler:token:170.26	palace
urn:cts:TraveLab:BT:en:Adler:token:170.27	over
urn:cts:TraveLab:BT:en:Adler:token:170.28	his
urn:cts:TraveLab:BT:en:Adler:token:170.29	grave
urn:cts:TraveLab:BT:en:Adler:token:170.30	.
urn:cts:TraveLab:BT:en:Adler:token:171.1	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:171.2	Samuel
urn:cts:TraveLab:BT:en:Adler:token:171.3	,
urn:cts:TraveLab:BT:en:Adler:token:171.4	the
urn:cts:TraveLab:BT:en:Adler:token:171.5	head
urn:cts:TraveLab:BT:en:Adler:token:171.6	of
urn:cts:TraveLab:BT:en:Adler:token:171.7	the
urn:cts:TraveLab:BT:en:Adler:token:171.8	academy
urn:cts:TraveLab:BT:en:Adler:token:171.9	,
urn:cts:TraveLab:BT:en:Adler:token:171.10	gave
urn:cts:TraveLab:BT:en:Adler:token:171.11	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:171.12	Petachia
urn:cts:TraveLab:BT:en:Adler:token:171.13	a
urn:cts:TraveLab:BT:en:Adler:token:171.14	document
urn:cts:TraveLab:BT:en:Adler:token:171.15	with
urn:cts:TraveLab:BT:en:Adler:token:171.16	his
urn:cts:TraveLab:BT:en:Adler:token:171.17	seal
urn:cts:TraveLab:BT:en:Adler:token:171.18	,
urn:cts:TraveLab:BT:en:Adler:token:171.19	that
urn:cts:TraveLab:BT:en:Adler:token:171.20	they
urn:cts:TraveLab:BT:en:Adler:token:171.21	should
urn:cts:TraveLab:BT:en:Adler:token:171.22	give
urn:cts:TraveLab:BT:en:Adler:token:171.23	him
urn:cts:TraveLab:BT:en:Adler:token:171.24	safe
urn:cts:TraveLab:BT:en:Adler:token:171.25	conduct
urn:cts:TraveLab:BT:en:Adler:token:171.26	whithersoever
urn:cts:TraveLab:BT:en:Adler:token:171.27	he
urn:cts:TraveLab:BT:en:Adler:token:171.28	should
urn:cts:TraveLab:BT:en:Adler:token:171.29	go
urn:cts:TraveLab:BT:en:Adler:token:171.30	,
urn:cts:TraveLab:BT:en:Adler:token:171.31	and
urn:cts:TraveLab:BT:en:Adler:token:171.32	that
urn:cts:TraveLab:BT:en:Adler:token:171.33	they
urn:cts:TraveLab:BT:en:Adler:token:171.34	should
urn:cts:TraveLab:BT:en:Adler:token:171.35	show
urn:cts:TraveLab:BT:en:Adler:token:171.36	him
urn:cts:TraveLab:BT:en:Adler:token:171.37	the
urn:cts:TraveLab:BT:en:Adler:token:171.38	graves
urn:cts:TraveLab:BT:en:Adler:token:171.39	of
urn:cts:TraveLab:BT:en:Adler:token:171.40	the
urn:cts:TraveLab:BT:en:Adler:token:171.41	disciples
urn:cts:TraveLab:BT:en:Adler:token:171.42	of
urn:cts:TraveLab:BT:en:Adler:token:171.43	the
urn:cts:TraveLab:BT:en:Adler:token:171.44	wise
urn:cts:TraveLab:BT:en:Adler:token:171.45	,
urn:cts:TraveLab:BT:en:Adler:token:171.46	and
urn:cts:TraveLab:BT:en:Adler:token:171.47	of
urn:cts:TraveLab:BT:en:Adler:token:171.48	the
urn:cts:TraveLab:BT:en:Adler:token:171.49	righteous
urn:cts:TraveLab:BT:en:Adler:token:171.50	.
urn:cts:TraveLab:BT:en:Adler:token:172.1	In
urn:cts:TraveLab:BT:en:Adler:token:172.2	the
urn:cts:TraveLab:BT:en:Adler:token:172.3	land
urn:cts:TraveLab:BT:en:Adler:token:172.4	of
urn:cts:TraveLab:BT:en:Adler:token:172.5	Babel
urn:cts:TraveLab:BT:en:Adler:token:172.6	they
urn:cts:TraveLab:BT:en:Adler:token:172.7	study
urn:cts:TraveLab:BT:en:Adler:token:172.8	the
urn:cts:TraveLab:BT:en:Adler:token:172.9	commentary
urn:cts:TraveLab:BT:en:Adler:token:172.10	of
urn:cts:TraveLab:BT:en:Adler:token:172.11	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:172.12	Saadiah
urn:cts:TraveLab:BT:en:Adler:token:172.13	,
urn:cts:TraveLab:BT:en:Adler:token:172.14	44
urn:cts:TraveLab:BT:en:Adler:token:172.15	which
urn:cts:TraveLab:BT:en:Adler:token:172.16	he
urn:cts:TraveLab:BT:en:Adler:token:172.17	made
urn:cts:TraveLab:BT:en:Adler:token:172.18	on
urn:cts:TraveLab:BT:en:Adler:token:172.19	the
urn:cts:TraveLab:BT:en:Adler:token:172.20	whole
urn:cts:TraveLab:BT:en:Adler:token:172.21	of
urn:cts:TraveLab:BT:en:Adler:token:172.22	Scripture
urn:cts:TraveLab:BT:en:Adler:token:172.23	,
urn:cts:TraveLab:BT:en:Adler:token:172.24	and
urn:cts:TraveLab:BT:en:Adler:token:172.25	on
urn:cts:TraveLab:BT:en:Adler:token:172.26	the
urn:cts:TraveLab:BT:en:Adler:token:172.27	six
urn:cts:TraveLab:BT:en:Adler:token:172.28	volumes
urn:cts:TraveLab:BT:en:Adler:token:172.29	of
urn:cts:TraveLab:BT:en:Adler:token:172.30	the
urn:cts:TraveLab:BT:en:Adler:token:172.31	Mishna
urn:cts:TraveLab:BT:en:Adler:token:172.32	;
urn:cts:TraveLab:BT:en:Adler:token:172.33	as
urn:cts:TraveLab:BT:en:Adler:token:172.34	also
urn:cts:TraveLab:BT:en:Adler:token:172.35	the
urn:cts:TraveLab:BT:en:Adler:token:172.36	commentary
urn:cts:TraveLab:BT:en:Adler:token:172.37	of
urn:cts:TraveLab:BT:en:Adler:token:172.38	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:172.39	Hai
urn:cts:TraveLab:BT:en:Adler:token:172.40	Gaon
urn:cts:TraveLab:BT:en:Adler:token:172.41	.
urn:cts:TraveLab:BT:en:Adler:token:172.42	45
urn:cts:TraveLab:BT:en:Adler:token:173.1	Both
urn:cts:TraveLab:BT:en:Adler:token:173.2	of
urn:cts:TraveLab:BT:en:Adler:token:173.3	them
urn:cts:TraveLab:BT:en:Adler:token:173.4	,
urn:cts:TraveLab:BT:en:Adler:token:173.5	viz
urn:cts:TraveLab:BT:en:Adler:token:173.6	.
urn:cts:TraveLab:BT:en:Adler:token:173.7	,
urn:cts:TraveLab:BT:en:Adler:token:173.8	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:173.9	Saadiah
urn:cts:TraveLab:BT:en:Adler:token:173.10	and
urn:cts:TraveLab:BT:en:Adler:token:173.11	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:173.12	Hai
urn:cts:TraveLab:BT:en:Adler:token:173.13	,
urn:cts:TraveLab:BT:en:Adler:token:173.14	are
urn:cts:TraveLab:BT:en:Adler:token:173.15	buried
urn:cts:TraveLab:BT:en:Adler:token:173.16	under
urn:cts:TraveLab:BT:en:Adler:token:173.17	Mount
urn:cts:TraveLab:BT:en:Adler:token:173.18	Sinai
urn:cts:TraveLab:BT:en:Adler:token:173.19	.
urn:cts:TraveLab:BT:en:Adler:token:174.1	They
urn:cts:TraveLab:BT:en:Adler:token:174.2	say
urn:cts:TraveLab:BT:en:Adler:token:174.3	that
urn:cts:TraveLab:BT:en:Adler:token:174.4	from
urn:cts:TraveLab:BT:en:Adler:token:174.5	thence
urn:cts:TraveLab:BT:en:Adler:token:174.6	to
urn:cts:TraveLab:BT:en:Adler:token:174.7	Mount
urn:cts:TraveLab:BT:en:Adler:token:174.8	Sinai
urn:cts:TraveLab:BT:en:Adler:token:174.9	it
urn:cts:TraveLab:BT:en:Adler:token:174.10	is
urn:cts:TraveLab:BT:en:Adler:token:174.11	all
urn:cts:TraveLab:BT:en:Adler:token:174.12	one
urn:cts:TraveLab:BT:en:Adler:token:174.13	mountain
urn:cts:TraveLab:BT:en:Adler:token:174.14	.
urn:cts:TraveLab:BT:en:Adler:token:175.1	It
urn:cts:TraveLab:BT:en:Adler:token:175.2	is
urn:cts:TraveLab:BT:en:Adler:token:175.3	near
urn:cts:TraveLab:BT:en:Adler:token:175.4	Bagdad
urn:cts:TraveLab:BT:en:Adler:token:175.5	.
urn:cts:TraveLab:BT:en:Adler:token:176.1	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:176.2	Petachia
urn:cts:TraveLab:BT:en:Adler:token:176.3	carried
urn:cts:TraveLab:BT:en:Adler:token:176.4	the
urn:cts:TraveLab:BT:en:Adler:token:176.5	seal
urn:cts:TraveLab:BT:en:Adler:token:176.6	of
urn:cts:TraveLab:BT:en:Adler:token:176.7	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:176.8	Samuel
urn:cts:TraveLab:BT:en:Adler:token:176.9	with
urn:cts:TraveLab:BT:en:Adler:token:176.10	him
urn:cts:TraveLab:BT:en:Adler:token:176.11	;
urn:cts:TraveLab:BT:en:Adler:token:176.12	and
urn:cts:TraveLab:BT:en:Adler:token:176.13	the
urn:cts:TraveLab:BT:en:Adler:token:176.14	people
urn:cts:TraveLab:BT:en:Adler:token:176.15	did
urn:cts:TraveLab:BT:en:Adler:token:176.16	all
urn:cts:TraveLab:BT:en:Adler:token:176.17	that
urn:cts:TraveLab:BT:en:Adler:token:176.18	he
urn:cts:TraveLab:BT:en:Adler:token:176.19	required
urn:cts:TraveLab:BT:en:Adler:token:176.20	;
urn:cts:TraveLab:BT:en:Adler:token:176.21	and
urn:cts:TraveLab:BT:en:Adler:token:176.22	they
urn:cts:TraveLab:BT:en:Adler:token:176.23	feared
urn:cts:TraveLab:BT:en:Adler:token:176.24	him
urn:cts:TraveLab:BT:en:Adler:token:176.25	.
urn:cts:TraveLab:BT:en:Adler:token:177.1	And
urn:cts:TraveLab:BT:en:Adler:token:177.2	Rabbi
urn:cts:TraveLab:BT:en:Adler:token:177.3	Petachia
urn:cts:TraveLab:BT:en:Adler:token:177.4	travelled
urn:cts:TraveLab:BT:en:Adler:token:177.5	to
urn:cts:TraveLab:BT:en:Adler:token:177.6	a
urn:cts:TraveLab:BT:en:Adler:token:177.7	city
urn:cts:TraveLab:BT:en:Adler:token:177.8	the
urn:cts:TraveLab:BT:en:Adler:token:177.9	name
urn:cts:TraveLab:BT:en:Adler:token:177.10	of
urn:cts:TraveLab:BT:en:Adler:token:177.11	which
urn:cts:TraveLab:BT:en:Adler:token:177.12	is
urn:cts:TraveLab:BT:en:Adler:token:177.13	Polos
urn:cts:TraveLab:BT:en:Adler:token:177.14	,
urn:cts:TraveLab:BT:en:Adler:token:177.15	46
urn:cts:TraveLab:BT:en:Adler:token:177.16	a
urn:cts:TraveLab:BT:en:Adler:token:177.17	day’s
urn:cts:TraveLab:BT:en:Adler:token:177.18	journey
urn:cts:TraveLab:BT:en:Adler:token:177.19	from
urn:cts:TraveLab:BT:en:Adler:token:177.20	Bagdad
urn:cts:TraveLab:BT:en:Adler:token:177.21	.
urn:cts:TraveLab:BT:en:Adler:token:178.1	There
urn:cts:TraveLab:BT:en:Adler:token:178.2	lives
urn:cts:TraveLab:BT:en:Adler:token:178.3	a
urn:cts:TraveLab:BT:en:Adler:token:178.4	distinguished
urn:cts:TraveLab:BT:en:Adler:token:178.5	priest
urn:cts:TraveLab:BT:en:Adler:token:178.6	,
urn:cts:TraveLab:BT:en:Adler:token:178.7	and
urn:cts:TraveLab:BT:en:Adler:token:178.8	all
urn:cts:TraveLab:BT:en:Adler:token:178.9	testify
urn:cts:TraveLab:BT:en:Adler:token:178.10	that
urn:cts:TraveLab:BT:en:Adler:token:178.11	he
urn:cts:TraveLab:BT:en:Adler:token:178.12	is
urn:cts:TraveLab:BT:en:Adler:token:178.13	of
urn:cts:TraveLab:BT:en:Adler:token:178.14	the
urn:cts:TraveLab:BT:en:Adler:token:178.15	seed
urn:cts:TraveLab:BT:en:Adler:token:178.16	of
urn:cts:TraveLab:BT:en:Adler:token:178.17	Aaron
urn:cts:TraveLab:BT:en:Adler:token:178.18	the
urn:cts:TraveLab:BT:en:Adler:token:178.19	priest
urn:cts:TraveLab:BT:en:Adler:token:178.20	,
urn:cts:TraveLab:BT:en:Adler:token:178.21	both
urn:cts:TraveLab:BT:en:Adler:token:178.22	from
urn:cts:TraveLab:BT:en:Adler:token:178.23	father’s
urn:cts:TraveLab:BT:en:Adler:token:178.24	and
urn:cts:TraveLab:BT:en:Adler:token:178.25	mother’s
urn:cts:TraveLab:BT:en:Adler:token:178.26	side
urn:cts:TraveLab:BT:en:Adler:token:178.27	,
urn:cts:TraveLab:BT:en:Adler:token:178.28	without
urn:cts:TraveLab:BT:en:Adler:token:178.29	any
urn:cts:TraveLab:BT:en:Adler:token:178.30	blemish
urn:cts:TraveLab:BT:en:Adler:token:178.31	.
urn:cts:TraveLab:BT:en:Adler:token:179.1	He
urn:cts:TraveLab:BT:en:Adler:token:179.2	also
urn:cts:TraveLab:BT:en:Adler:token:179.3	possesses
urn:cts:TraveLab:BT:en:Adler:token:179.4	a
urn:cts:TraveLab:BT:en:Adler:token:179.5	book
urn:cts:TraveLab:BT:en:Adler:token:179.6	of
urn:cts:TraveLab:BT:en:Adler:token:179.7	genealogy
urn:cts:TraveLab:BT:en:Adler:token:179.8	.
urn:cts:TraveLab:BT:en:Adler:token:180.1	Before
urn:cts:TraveLab:BT:en:Adler:token:180.2	that
urn:cts:TraveLab:BT:en:Adler:token:180.3	city
urn:cts:TraveLab:BT:en:Adler:token:180.4	is
urn:cts:TraveLab:BT:en:Adler:token:180.5	a
urn:cts:TraveLab:BT:en:Adler:token:180.6	grave
urn:cts:TraveLab:BT:en:Adler:token:180.7	over
urn:cts:TraveLab:BT:en:Adler:token:180.8	which
urn:cts:TraveLab:BT:en:Adler:token:180.9	a
urn:cts:TraveLab:BT:en:Adler:token:180.10	beautiful
urn:cts:TraveLab:BT:en:Adler:token:180.11	house
urn:cts:TraveLab:BT:en:Adler:token:180.12	is
urn:cts:TraveLab:BT:en:Adler:token:180.13	built
urn:cts:TraveLab:BT:en:Adler:token:180.14	.
urn:cts:TraveLab:BT:en:Adler:token:181.1	He
urn:cts:TraveLab:BT:en:Adler:token:181.2	was
urn:cts:TraveLab:BT:en:Adler:token:181.3	told
urn:cts:TraveLab:BT:en:Adler:token:181.4	that
urn:cts:TraveLab:BT:en:Adler:token:181.5	some
urn:cts:TraveLab:BT:en:Adler:token:181.6	rich
urn:cts:TraveLab:BT:en:Adler:token:181.7	man
urn:cts:TraveLab:BT:en:Adler:token:181.8	saw
urn:cts:TraveLab:BT:en:Adler:token:181.9	in
urn:cts:TraveLab:BT:en:Adler:token:181.10	his
urn:cts:TraveLab:BT:en:Adler:token:181.11	dream
urn:cts:TraveLab:BT:en:Adler:token:181.12	an
urn:cts:TraveLab:BT:en:Adler:token:181.13	apparition
urn:cts:TraveLab:BT:en:Adler:token:181.14	,
urn:cts:TraveLab:BT:en:Adler:token:181.15	saying
urn:cts:TraveLab:BT:en:Adler:token:181.16	to
urn:cts:TraveLab:BT:en:Adler:token:181.17	him
urn:cts:TraveLab:BT:en:Adler:token:181.18	,
urn:cts:TraveLab:BT:en:Adler:token:181.19	I
urn:cts:TraveLab:BT:en:Adler:token:181.20	am
urn:cts:TraveLab:BT:en:Adler:token:181.21	a
urn:cts:TraveLab:BT:en:Adler:token:181.22	Jew
urn:cts:TraveLab:BT:en:Adler:token:181.23	whose
urn:cts:TraveLab:BT:en:Adler:token:181.24	name
urn:cts:TraveLab:BT:en:Adler:token:181.25	is
urn:cts:TraveLab:BT:en:Adler:token:181.26	Brosak
urn:cts:TraveLab:BT:en:Adler:token:181.27	,
urn:cts:TraveLab:BT:en:Adler:token:181.28	one
urn:cts:TraveLab:BT:en:Adler:token:181.29	of
urn:cts:TraveLab:BT:en:Adler:token:181.30	the
urn:cts:TraveLab:BT:en:Adler:token:181.31	princes
urn:cts:TraveLab:BT:en:Adler:token:181.32	that
urn:cts:TraveLab:BT:en:Adler:token:181.33	went
urn:cts:TraveLab:BT:en:Adler:token:181.34	into
urn:cts:TraveLab:BT:en:Adler:token:181.35	captivity
urn:cts:TraveLab:BT:en:Adler:token:181.36	with
urn:cts:TraveLab:BT:en:Adler:token:181.37	Jeconiah
urn:cts:TraveLab:BT:en:Adler:token:181.38	.
urn:cts:TraveLab:BT:en:Adler:token:182.1	I
urn:cts:TraveLab:BT:en:Adler:token:182.2	am
urn:cts:TraveLab:BT:en:Adler:token:182.3	righteous
urn:cts:TraveLab:BT:en:Adler:token:182.4	.
urn:cts:TraveLab:BT:en:Adler:token:183.1	Thou
urn:cts:TraveLab:BT:en:Adler:token:183.2	hast
urn:cts:TraveLab:BT:en:Adler:token:183.3	no
urn:cts:TraveLab:BT:en:Adler:token:183.4	children
urn:cts:TraveLab:BT:en:Adler:token:183.5	.
urn:cts:TraveLab:BT:en:Adler:token:184.1	If
urn:cts:TraveLab:BT:en:Adler:token:184.2	thou
urn:cts:TraveLab:BT:en:Adler:token:184.3	wilt
urn:cts:TraveLab:BT:en:Adler:token:184.4	build
urn:cts:TraveLab:BT:en:Adler:token:184.5	a
urn:cts:TraveLab:BT:en:Adler:token:184.6	beautiful
urn:cts:TraveLab:BT:en:Adler:token:184.7	house
urn:cts:TraveLab:BT:en:Adler:token:184.8	over
urn:cts:TraveLab:BT:en:Adler:token:184.9	my
urn:cts:TraveLab:BT:en:Adler:token:184.10	grave
urn:cts:TraveLab:BT:en:Adler:token:184.11	thou
urn:cts:TraveLab:BT:en:Adler:token:184.12	wilt
urn:cts:TraveLab:BT:en:Adler:token:184.13	have
urn:cts:TraveLab:BT:en:Adler:token:184.14	children
urn:cts:TraveLab:BT:en:Adler:token:184.15	.
urn:cts:TraveLab:BT:en:Adler:token:185.1	He
urn:cts:TraveLab:BT:en:Adler:token:185.2	built
urn:cts:TraveLab:BT:en:Adler:token:185.3	over
urn:cts:TraveLab:BT:en:Adler:token:185.4	it
urn:cts:TraveLab:BT:en:Adler:token:185.5	a
urn:cts:TraveLab:BT:en:Adler:token:185.6	house
urn:cts:TraveLab:BT:en:Adler:token:185.7	,
urn:cts:TraveLab:BT:en:Adler:token:185.8	and
urn:cts:TraveLab:BT:en:Adler:token:185.9	he
urn:cts:TraveLab:BT:en:Adler:token:185.10	had
urn:cts:TraveLab:BT:en:Adler:token:185.11	children
urn:cts:TraveLab:BT:en:Adler:token:185.12	.
urn:cts:TraveLab:BT:en:Adler:token:186.1	They
urn:cts:TraveLab:BT:en:Adler:token:186.2	then
urn:cts:TraveLab:BT:en:Adler:token:186.3	put
urn:cts:TraveLab:BT:en:Adler:token:186.4	the
urn:cts:TraveLab:BT:en:Adler:token:186.5	question
urn:cts:TraveLab:BT:en:Adler:token:186.6	in
urn:cts:TraveLab:BT:en:Adler:token:186.7	a
urn:cts:TraveLab:BT:en:Adler:token:186.8	dream
urn:cts:TraveLab:BT:en:Adler:token:186.9	,
urn:cts:TraveLab:BT:en:Adler:token:186.10	47
urn:cts:TraveLab:BT:en:Adler:token:186.11	to
urn:cts:TraveLab:BT:en:Adler:token:186.12	learn
urn:cts:TraveLab:BT:en:Adler:token:186.13	who
urn:cts:TraveLab:BT:en:Adler:token:186.14	was
urn:cts:TraveLab:BT:en:Adler:token:186.15	buried
urn:cts:TraveLab:BT:en:Adler:token:186.16	there
urn:cts:TraveLab:BT:en:Adler:token:186.17	,
urn:cts:TraveLab:BT:en:Adler:token:186.18	and
urn:cts:TraveLab:BT:en:Adler:token:186.19	he
urn:cts:TraveLab:BT:en:Adler:token:186.20	said
urn:cts:TraveLab:BT:en:Adler:token:186.21	,
urn:cts:TraveLab:BT:en:Adler:token:186.22	I
urn:cts:TraveLab:BT:en:Adler:token:186.23	am
urn:cts:TraveLab:BT:en:Adler:token:186.24	Brosak
urn:cts:TraveLab:BT:en:Adler:token:186.25	,
urn:cts:TraveLab:BT:en:Adler:token:186.26	I
urn:cts:TraveLab:BT:en:Adler:token:186.27	have
urn:cts:TraveLab:BT:en:Adler:token:186.28	no
urn:cts:TraveLab:BT:en:Adler:token:186.29	other
urn:cts:TraveLab:BT:en:Adler:token:186.30	name
urn:cts:TraveLab:BT:en:Adler:token:186.31	.
urn:cts:TraveLab:BT:en:Adler:token:187.1	And
urn:cts:TraveLab:BT:en:Adler:token:187.2	the
urn:cts:TraveLab:BT:en:Adler:token:187.3	priest
urn:cts:TraveLab:BT:en:Adler:token:187.4	appointed
urn:cts:TraveLab:BT:en:Adler:token:187.5	about
urn:cts:TraveLab:BT:en:Adler:token:187.6	fifty
urn:cts:TraveLab:BT:en:Adler:token:187.7	youths
urn:cts:TraveLab:BT:en:Adler:token:187.8	,
urn:cts:TraveLab:BT:en:Adler:token:187.9	armed
urn:cts:TraveLab:BT:en:Adler:token:187.10	with
urn:cts:TraveLab:BT:en:Adler:token:187.11	spears
urn:cts:TraveLab:BT:en:Adler:token:187.12	and
urn:cts:TraveLab:BT:en:Adler:token:187.13	other
urn:cts:TraveLab:BT:en:Adler:token:187.14	weapons
urn:cts:TraveLab:BT:en:Adler:token:187.15	,
urn:cts:TraveLab:BT:en:Adler:token:187.16	who
urn:cts:TraveLab:BT:en:Adler:token:187.17	escorted
urn:cts:TraveLab:BT:en:Adler:token:187.18	him
urn:cts:TraveLab:BT:en:Adler:token:187.19	;
urn:cts:TraveLab:BT:en:Adler:token:187.20	for
urn:cts:TraveLab:BT:en:Adler:token:187.21	there
urn:cts:TraveLab:BT:en:Adler:token:187.22	is
urn:cts:TraveLab:BT:en:Adler:token:187.23	a
urn:cts:TraveLab:BT:en:Adler:token:187.24	people
urn:cts:TraveLab:BT:en:Adler:token:187.25	in
urn:cts:TraveLab:BT:en:Adler:token:187.26	the
urn:cts:TraveLab:BT:en:Adler:token:187.27	neighbourhood
urn:cts:TraveLab:BT:en:Adler:token:187.28	of
urn:cts:TraveLab:BT:en:Adler:token:187.29	Babel
urn:cts:TraveLab:BT:en:Adler:token:187.30	which
urn:cts:TraveLab:BT:en:Adler:token:187.31	does
urn:cts:TraveLab:BT:en:Adler:token:187.32	not
urn:cts:TraveLab:BT:en:Adler:token:187.33	respect
urn:cts:TraveLab:BT:en:Adler:token:187.34	the
urn:cts:TraveLab:BT:en:Adler:token:187.35	king’s
urn:cts:TraveLab:BT:en:Adler:token:187.36	authority
urn:cts:TraveLab:BT:en:Adler:token:187.37	It
urn:cts:TraveLab:BT:en:Adler:token:187.38	lives
urn:cts:TraveLab:BT:en:Adler:token:187.39	in
urn:cts:TraveLab:BT:en:Adler:token:187.40	the
urn:cts:TraveLab:BT:en:Adler:token:187.41	desert
